word,vocab_rank,semantic_rank,zone,pc1,pc2
abrasions,218,66002,red,0.11373842709008977,0.11155620000550295
abrasive,219,47267,red,-0.016928087206606553,0.20892745031066332
abreast,220,16649,red,-0.07419608830370465,0.09957187806554108
abrego,221,24361,red,0.07009050020463152,-0.09699624774101442
abreu,222,63179,red,0.13248528926625794,-0.25838715995048717
abri,223,52030,red,0.10769294156081208,0.02400221112360683
abridged,224,30433,red,0.04967748630294688,0.07270302148879768
abril,225,24898,red,0.18632801094658283,-0.11463169953073239
abroad,226,19046,red,-0.5661726140552622,0.02112901100945671
abrogate,227,42966,red,0.09591269625170157,0.16589416800566648
abrogated,228,41085,red,0.1732166720386731,0.07729806716661207
abrogation,229,33522,red,0.11863999845216047,0.1951142618480694
abrupt,230,35016,red,-0.1981153837625442,0.08920152058323705
abruptly,231,6850,red,-0.2544908498692173,-0.13729620848148097
abruzzo,232,37763,red,0.08927624775001067,-0.10309630913086336
abs,233,55507,red,-0.03997031173328354,0.02128496379229747
absa,234,27607,red,0.0869670515759883,-0.049158263494931374
abscess,235,67396,red,0.07914585875079372,0.10842754870338912
absconded,236,69097,red,0.17673505166881223,-0.011945699169878872
absence,237,11847,red,-0.5175176450403292,-0.09226712464564875
absences,238,52695,red,-0.026353298332703383,0.04536151563282713
absent,239,17290,red,-0.36484992534307287,-0.005359026877548764
absentee,240,28179,red,-0.16453365551633073,-0.003587219867593042
absenteeism,241,63441,red,0.026297862515731622,0.1355921644414016
absentees,242,53462,red,0.06721100733738596,0.038264991098918795
absentia,243,56259,red,-0.03412140039460151,-0.07809669377511327
absinthe,244,10836,red,0.13290680446024195,0.12265475445853682
absolut,245,48811,red,0.13422205374594393,0.04759960402596827
absolute,246,5216,red,-0.36789475647371284,0.10522908892791559
absolutely,247,18524,red,-0.4328886281832065,0.0439372327643594
absolution,248,68543,red,0.08998885062002626,0.10880484712796644
absolutism,249,26867,red,0.13691218980444683,0.23727646509172093
absolutist,250,33240,red,0.09642169734835125,0.22720696339820673
absolve,251,67012,red,0.1370317302679742,0.07905143190753526
absolved,252,64891,red,0.09242199935564448,-0.019648707821041583
absorb,253,14126,red,-0.30499900356291115,0.2432391352851742
absorbed,254,9151,red,-0.2733620770422398,0.09255205936558347
absorbent,255,50594,red,0.11653123728407852,0.18772610112796204
absorber,256,37908,red,0.11947283615145796,0.20830946406168152
absorbers,257,42194,red,0.07446387865115678,0.1755173941571183
absorbing,258,10383,red,-0.20154276072017904,0.28141893498052917
absorbs,259,17335,red,0.005248150164918338,0.2160332153711874
absorption,260,8853,red,-0.1351489393506016,0.22416777092386542
abstain,261,38950,red,-0.10161448643431668,0.09719949710880951
abstained,262,29615,red,-0.026916526455169988,-0.059321510623676715
abstaining,263,40564,red,-0.0017683102688252099,0.05336873345349338
abstention,264,34665,red,-0.00803813307180732,0.09557521351983506
abstentions,265,27197,red,-0.017394821583456656,0.03764952214680894
abstinence,266,45348,red,-0.10501890927690452,0.10958450809489834
abstract,267,14141,red,-0.25830661818115697,0.17994365080699212
abstracted,268,35437,red,0.04223188814819462,0.21915480951693664
abstracting,269,50361,red,0.11872872383549597,0.18379395769808746
abstraction,270,15247,red,-0.08851972660196453,0.2693895975186825
abstractions,271,38173,red,0.12417068932131006,0.35731126657258333
abstracts,272,61123,red,-0.004454784279407141,0.15710120348886183
absurd,273,37726,red,-0.22027593549587624,0.18747280716896284
absurdist,274,60680,red,0.15406810930293224,0.2799777463550939
absurdities,275,51254,red,0.14183918396994327,0.35530100643605644
absurdity,276,45364,red,-0.0055048708116630755,0.3412435828050407
absurdly,277,28466,red,0.0754064754405377,0.32174554482674117
abt,278,31840,red,0.1643841551860062,-0.12473727961242508
abtahi,279,48705,red,0.12380975266218901,0.023454230655458125
abu,280,7653,red,-0.26013179255639973,-0.22041187777222607
abubakar,281,48207,red,0.03125747996289317,-0.12618626539437233
abuhena,282,66752,red,0.2857223713667269,-0.1422595533237813
abuja,283,13745,red,-0.12092950651822847,-0.13981787768109502
abul,284,65044,red,0.04862880746079929,-0.09307652439844817
abundance,285,16982,red,-0.24339187458360276,0.23556645831052003
abundant,286,29516,red,-0.28117470749938106,0.2630851404019442
abundantly,287,68503,red,0.008244266040729675,0.19287091565484699
abuse,288,37392,red,-0.4413231493576055,-0.011080259992216322
abused,289,46084,red,-0.2648116083864713,-0.0638221343969708
abuser,290,65689,red,0.06917270422076964,0.11006300418077707
abusers,291,53046,red,-0.11162258409652723,0.1857787840486904
abuses,292,29917,red,-0.3755026432404137,0.05840638771280886
abusing,293,31479,red,-0.17320567317509128,-0.01587455329303415
abusive,294,61356,red,-0.21961819321186277,0.06208714001785766
abut,295,46138,red,0.1471228056940486,0.12709066664043844
abuts,296,4866,red,0.14148325910166515,0.07020579997063447
abutting,297,4934,red,0.17475938804265692,0.14451474708493575
abuzz,298,15464,red,0.020049445805436092,0.12594879236686637
abv,299,23454,red,0.08615692617661797,0.11077029111673282
abyan,300,15989,red,0.1283048202704886,0.02296326281787238
abyei,301,13958,red,0.049829970283183395,0.013623644324576368
abysmal,302,42633,red,-0.05445436417956406,0.15448328428034053
abyss,303,17344,red,-0.035869057774972415,0.09945668952404438
abyssinia,304,35303,red,0.14644182535207215,0.04901123810631341
